Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10121407,"Bloomington : Indiana University Press, c1983.",001.64 L842,4,,  -  -    ,0253314011;0253210755 (pbk.),Computer literacy : the basic concepts and language / John V. Lombardi.,ONLY PRATT,,
i1012147x,"Englewood Cliffs, NJ : Prentice-Hall, c1983.",519.7 S995,4,,  -  -    ,132155095,"Discrete optimization algorithms : with Pascal programs / Maciej M. Syslo, Narsingh Deo, Janusz S. Kowalik.",X,,
i10121961,"New York : Wiley, c1984.",338.47621 D253,39,,  -  -    ,0471887110 : 17.95,The amazing race : winning the technorivalry with Japan / William H. Davidson.,X,,
i1012200x,"New York, NY : Warner Books, [1984], c1982.",658.00973 P483,4,,  -  -    ,0446378445 (pbk.),"In search of excellence : lessons from America's best-run companies / by Thomas J. Peters and Robert H. Waterman, Jr.",X,,
i10122023,"New York : Knopf, 1983.",306.81 R797,5,,  -  -    ,394524322,Parallel lives : five Victorian marriages / Phyllis Rose ; drawings by David Schorr.,,,
i10122114,"Washington, D.C. : National Academy Press, 1983.",331.4 C639,41,,  -  -    ,0309033411 (pbk.),"Climbing the ladder : an update on the status of doctoral women scientists and engineers / Committee on the Education and Employment of Women in Science and Engineering, Office of Scientific and Engineering Personnel, National Research Council.",,,
i10122175,"Chichester, West Sussex : E. Horwood ; New York : Halsted Press, 1983.",510.0285 O44,3,,  -  -    ,0853125139 : $17.50;0470274883 (Halsted : lib. bdg.),Learning mathematics with micros / A.J. Oldknow and D.V. Smith.,X,,
i10122291,"New York : M. Dekker, c1983.",670.285 K74,5,,  -  -    ,824770412,CAD/CAM systems planning and implementation / Charles S. Knox.,X,,
i10122394,"New York and London, Pub. by Institute for religious & social studies, distributed by Harper & brothers [1947]",321.8 I59F,3,,  -  -    ,,"Foundations of democracy, a series of addresses, edited by F. Ernest Johnson ...",,,
i10123234,"London : Heinemann, 1983.",658.049 W586,11,,  -  -    ,0435839357 : L.13.50;0435839365 (pbk.),Under Japanese management : the experience of British workers / Michael White and Malcolm Trevor.,X,,
i1012326x,"New York : Morrow, 1983.",338.0973 M147,7,1,  -  -    ,688022537,"Top sellers, U.S.A. : success stories behind America's best-selling products from Alka-Seltzer to Zippo / Molly Wade McGrath.",X,,
i10123271,"New York : Morrow, 1983.",338.0973 M147,4,1,  -  -    ,688022537,"Top sellers, U.S.A. : success stories behind America's best-selling products from Alka-Seltzer to Zippo / Molly Wade McGrath.",X,,
i10123350,"Boston ; New York : Houghton, Mifflin and co., 1907.",289.4 S974A6,1,,  -  -    ,,Angelic wisdom concerning the divine providence / by Emanuel Swedenborg.,,,
i10123386,"Boston ; New York : Houghton, Mifflin and co., 1907.",289.4 S974D2,1,,  -  -    ,,"The delights of wisdom pertaining to marriage love, after which follow the pleasures of insanity pertaining to scortatory love / by Emanuel Swedenborg, a Swede; first published in Latin, Amsterdam, 1768; [translated by Samuel M. Warren].",,,
i10123441,"London : C. Whittingham at the Chiswick Press, 1902.",070.5 J16,2,,  -  -    ,,"Some notes on books and printing : a guide for authors, publishers & others / by Charles T. Jacobi.",,,
i10123866,"New York, Holt, Rinehart, and Winston [1968]",150.19 C464,1,1,  -  -    ,,Systems and theories of psychology [by] J.P. Chaplin [and] T.S. Krawiec.,,,
i10124391,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",332.1 F491,1,,  -  -    ,0133165132;0133165051 (pbk.),Financial services : the changing institutions and government policy.,X,,
i10124792,"New York, MacMillan, 1960.",301.1 G493,1,,  -  -    ,,Essays in sociology and social philosophy.,,,
i10124809,"New York, MacMillan, 1960.",301.1 G493,0,,  -  -    ,,Essays in sociology and social philosophy.,,,
i10124822,"London : Parsons ; Boston : Small, Maynard and co., 1924.",301.412 W864L,1,,  -  -    ,,Mary Wollstonecraft (1759-1797) / by Madeline Linford.,,,
i10124846,"New York, McGraw-Hill, 1962.",301.44 B495,1,,  -  -    ,,Social stratification.,,,
i10124858,"London, University of London Press [1966, 1965]",330.966 P477,1,,  -  -    ,,Economic development and modern West Africa.,ONLY PRATT,,
i10124871,"Cambridge, M.I.T. Press [1966]",330.82 S193C,0,,  -  -    ,,The collected scientific papers of Paul A. Samuelson. Ed. by Joseph E. Stiglitz.,,,
i10124895,"New York, Praeger [1965, c1950]",327.73 A452,2,,  -  -    ,,The American people and foreign policy.,,,
i10124901,"Bombay, New York, Asia Publishing House, [1967]",338.91 B565,1,,  -  -    ,,Studies in the theory of planning.,,,
i10124925,"Washington, D.C., Chamber of Commerce of the U.S. [1966]",339.41 N277,,,  -  -    ,,"Papers prepared for the ... Symposium, and audience participation. On December 9, 1966.",ONLY PRATT,,
i10124949,"New York, A.M. Kelley [1965]",335 D953,3,,  -  -    ,,The politics of democratic socialism; an essay on social policy. Foreword by Hugh Gaitskell.,,,
i10125073,"Dobbs Ferry, N.Y., 1968.",331.83 D877H,4,,  -  -    ,,"Housing, edited by Robinson O. Everett [and] John D. Johnston, Jr.",,,
i10125127,"Wien, Heidelberg, C. Ueberreuter [1966-",540 C517,1,,  -  -    ,,Der Chemiker.,,,
i10125140,"London, Chapman & Hall, 1965.",517.38 B877,2,,  -  -    ,,The mathematical theory of linear systems.,,,
i10125206,"New York : United Nations Department of Economic and Social Affairs, 1973.",333.77 W527,0,,  -  -    ,,Western Europe.,,,
i10125255,"Chicago, Quadrangle Books, 1957.",361.8 Z22,2,,  -  -    ,,"Organizing for community welfare, edited, with an introduction by Mayer N. Zald.",,,
i10125346,"Englewood Cliffs, N.J. [1959]",355.21 L737,2,,  -  -    ,,"Economics of national security; managing America's resources for defense, by George A. Lincoln and associates in the social sciences, Dept. of Social Sciences, U.S. Military Academy: J.A. Bowman [and others]",,,
i10125401,"New York, St Martin's Press, [1974, c1973]",636.089 H566A,4,,  -  -    ,,All things bright and beautiful.,,,
i10125462,"New York : TypoGraphics Communications, 1968.",686.224 T111,11,,  -  -    ,,TGC typeface directory.,ONLY PRATT,,
i10125632,"Parma, [1970]",659.13 P253,0,,  -  -    ,,"La tigre di carta; viatico alla retorica pubblicitaria. Testi di Luigi Allegri, [and others]",,,
i10125668,"London, Association of Assistant Librarians, 1962.",655.09 B614,4,,  -  -    ,,An introduction to historical bibliography.,,,
i10125681,[Milano?] Albra Editrice [c1967],655.25 C718,15,,  -  -    ,,"Impaginazione grafica, 1967-68. Realizzazione di Ambrogio Colombo.",,,
i10125838,"Glenview, Illinois [c1967]",692.3 N277C,4,,  -  -    ,,"NACA Ceiling systems handbook, written and edited by Allan Stahl.",,,
i10126016,"New York, NY : Praeger, 1983.",371.1 W363,6,,  -  -    ,0030687772 (alk. paper) : $20.95 (est.),America's teacher quality problem : alternatives for reform / W. Timothy Weaver.,X,,
i10126028,"New York : Stein and Day, 1984, c1983.",327.12 F855,9,,  -  -    ,0812829476 : $16.95,CIA / Brian Freemantle.,X,,
i1012651x,"Dubuque, Iowa : W.C. Brown Co., c1983.",658.054 G666,2,,  -  -    ,697081699,"Elements of systems analysis / Marvin Gore, John Stubbe.",,,
i1012732x,"New York : Dodd, Mead, c1983.",343.052 F288,6,,  -  -    ,0396082106 (pbk.) : $10.95,"Fear of filing : a beginner's guide to tax preparation and record keeping for artists, performers, writers, and freelance professionals / by Volunteer Lawyers for the Arts ; edited by Theodore W. Striggles and Barbara Sieck Taylor.",ONLY PRATT,,
i10127331,"New York : Dodd, Mead, c1983.",343.052 F288,6,,  -  -    ,0396082106 (pbk.) : $10.95,"Fear of filing : a beginner's guide to tax preparation and record keeping for artists, performers, writers, and freelance professionals / by Volunteer Lawyers for the Arts ; edited by Theodore W. Striggles and Barbara Sieck Taylor.",ONLY PRATT,,
i10127513,"Metuchen, N.J. : Scarecrow Press, 1984.",011.02 B433,4,,  -  -    ,810816555,Tools in the learning trade : a guide to eight indispensable tools for college students / by Barbara Currier Bell ; with a contribution by Winifred A. Asprey.,X,,
i10127549,"Chicago : University of Chicago Press, 1984.",363.11 N419,1,,  -  -    ,226571270,"Workers at risk : voices from the workplace / Dorothy Nelkin, Michael S. Brown.",X,,
i10127926,"San Diego : Harcourt Brace Jovanovich, 1984.",320.973 E85,2,,  -  -    ,151154694,Capital corruption : the new attack on American democracy / Amitai Etzioni.,,,
i10127975,"Mt. Airy, Md. : Lomond Publications, 1983.",338.45 B225,2,,  -  -    ,0912338393;0912338407 (microfiche),Robots in manufacturing : key to international competitiveness / Jack Baranson.,X,,
i10128001,"New York : Triangle Publications : Crown Publishers, c1983.",323.65 A345,14,,  -  -    ,517543745,An Album for Americans / edited by David H. Appel ; foreword by Walter H. Annenberg ; introduction by Henry Steele Commager.,ONLY PRATT,,
i10128049,"London : Zed Press ; Totowa, N.J., U.S.A. : U.S. distributor, Biblio Distribution Center, 1983.",320.9549 P152,6,,  -  -    ,0862320461 : $40.50 (U.S.);0862320518 (pbk.) : $12.50 (U.S.),"Pakistan, the roots of dictatorship : the political economy of a praetorian state / Hassan Gardezi and Jamil Rashid, editors.",X,,
i10128761,"[Chichester, Sussex] : Wiley Heyden, on behalf of British Computer Society, c1983.",658.403 I43,4,,  -  -    ,0471903329 (pbk.) : $24.00,Information system methodologies / R.N. Maddison ... [et al.].,X,,
i10128773,"New York : Wiley, c1984.",621.3817 G781A2,64,,  -  -    ,0471874930 : $32.95 (est.),"Analysis and design of analog integrated circuits / Paul R. Gray, Robert G. Meyer.",X,,
i10128943,"Philadelphia, Pa. : American Society for Testing and Materials, 1983.",620.1123 P962,7,,  -  -    ,,"Probabilistic fracture mechanics and fatigue methods : applications for structural design and maintenance : a symposium sponsored by ASTM Committees E-9 on Fatigue and E-24 on Fracture Testing, St. Louis, Mo., 19 Oct. 1981 / J.M. Bloom, J.C. Ekvall, editors.",,,
i10129194,"New York : E.P. Dutton, c1983.",344.73011 S658,1,,  -  -    ,0525241795 : $15.95;0525480471 (pbk.),Workrights / Robert Ellis Smith.,X,,
i10129376,"New York : Norton, c1983.",320.973 S411,1,,  -  -    ,0393018032 : $12.95,America's hidden success : a reassessment of twenty years of public policy / John E. Schwarz.,X,,
i10129546,"Englewood Cliffs, N.J. : Prentice-Hall, c1983.",651.82 R813,3,,  -  -    ,0133545482 (pbk.) : $9.95;0133545555 (hard),Getting the most out of your word processor / Arnold Rosen.,X,,
i10130536,"Washington, D.C. : Smithsonian Books ; New York, N.Y. : Trade distribution by Abrams, c1983.",069 P351,1,,  -  -    ,0895990121 :;0810916800 (Abrams) : $60.00,Treasures of the Smithsonian.,X,,
i10130548,"New York : Knopf : Distributed by Random House, c1984.",573.3 G723,24,,  -  -    ,0394722663 (pbk.) : $14.95,Ascent to civilization : the archaeology of early man / [John Gowlett].,X,,
i10130639,"Ann Arbor, Mich. : Ann Arbor Science, c1983.",660.2842 A992,14,,  -  -    ,250405415,"Fluid mechanics and unit operations / by David S. Azbel, Nicholas P. Cheremisinoff.",X,,
i10130688,"London : Jane's; Boston , Mass. : Distributed in the USA by Science Books International, 1983.",629.224 G346,20,,  -  -    ,0867206578 (pbk.),World truck handbook.,ONLY PRATT,,
i10131036,"Littleton, Colo. : Libraries Unlimited, 1984.",016.72 E33,0,,  -  -    ,0872873943 : $55.00,"Architecture : a bibliographic guide to basic reference works, histories, and handbooks / Donald L. Ehresmann.",X,,
i10131048,"New York : Simon and Schuster, c1984.",230 C877,1,,  -  -    ,671453440,Religion in The secular city : toward a postmodern theology / by Harvey Cox.,X,,
i10131103,"New York : Harper & Row, c1984.",285.8 M42,1,,  -  -    ,0060152311 : $29.95,The life and times of Cotton Mather / Kenneth Silverman.,,,
i10131188,"White Plains, N.Y. : Knowledge Industry Publications, c1984.",384.5556 C115,7,,  -  -    ,0867290552 (pbk.) : $27.50;0867290560 : $34.50,"Cable for information delivery : a guide for librarians, educators, and cable professionals / edited by Brigitte L. Kenney.",X,,
i10132934,"New York : McGraw-Hill, c1984.",658.4 B877,5,1,  -  -    ,70082014,"Supermanaging : how to harness change for personal and organizational success / Arnold Brown, Edith Weiner.",X,,
i10133768,"London : Pavilion : M. Joseph, 1983.",391.0942 E53,7,,  -  -    ,0907516130 : L.15.00,Style for all seasons / David & Elizabeth Emanuel.,X,,
i10133999,"Hempstead, N.Y. : Hofstra University, 1983.",387.50973 A512,1,2,  -  -    ,,The American maritime industry : problems and prospects / edited by George S. Roukis.,,,
i10134001,"Hempstead, N.Y. : Hofstra University, 1983.",387.50973 A512,0,,  -  -    ,,The American maritime industry : problems and prospects / edited by George S. Roukis.,,,
i1013458x,"New York : Wiley, c1984.",547.0028 Z93,2,,  -  -    ,0471871311 (pbk.),The organic chem lab survival manual : a student's guide to techniques / James W. Zubrick.,X,,
i1013461x,"New York : Wiley, [1984]",621.381952 D229,3,,  -  -    ,0471896160 : $35.00 (est.),The design and description of computer architectures / Subrata Dasgupta.,X,,
i10134748,"New York, The Ronald Press Co. [1936]",150.19 W912C,0,,  -  -    ,,"Contemporary schools of psychology, by Robert S. Woodworth ...",,,
i10134839,"Cambridge [Eng.] The University Press, 1950.",180 C816B,8,,  -  -    ,,"Before and after Socrates, by Francis MacDonald Cornford ...",,,
i10135492,"New York : Free Press ; London : Collier Macmillan, c1984.",302.2345 B187,10,,  -  -    ,29268508,"The Great American values test : influencing behavior and belief through television / Sandra J. Ball-Rokeach, Milton Rokeach, Joel W. Grube.",X,,
i10135558,"Ithaca, N.Y. : Cornell University Press, c1984.",305.8969 L181,6,,  -  -    ,080141685X;080149270X (pbk.),American odyssey : Haitians in New York City / Michel S. Laguerre.,X,,
i10135571,"Washington, DC : CQ Press, c1984.",324.78 A375,0,,  -  -    ,0871872803 (pbk.),"Financing politics : money, elections, and political reform / Herbert E. Alexander.",X,,
i10136368,"Dublin, OH : OCLC, Office of Research, 1983.",384 W639,1,,  -  -    ,OCLC/OPR/RR-83/8,Research report prepared for OCLC on videotex project reviews II / by Robert E. Widing and W. Wayne Talarzyk.,ONLY PRATT,,
i1013654x,"New York : Harcourt Brace Jovanovich, c1984.",327.73 M938,0,,  -  -    ,151547483,Loyalties / Daniel Patrick Moynihan.,,,
i10136654,"New York : Greenwood, 1974.",301.453 M177,3,,  -  -    ,,North from Mexico : the Spanish-speaking people of the United States / by Carey McWilliams ; with an introduction to the Greenwood reprint edition by the author.,,,
i10136678,"London, H.M. Stationery Office, 1964.",309.2942 G786S2,0,,  -  -    ,,"South East England. Presented to Parliament by the Secretary of State for Industry, Trade and Regional Development, and the Minister of Housing and Local Goverment and Minister for Welsh Affairs.",,,
i1013668x,"London, H.M. Stationery Office, 1964.",309.2942 G786S2,,,  -  -    ,,"South East England. Presented to Parliament by the Secretary of State for Industry, Trade and Regional Development, and the Minister of Housing and Local Goverment and Minister for Welsh Affairs.",,,
i10136708,"London, J.M. Dent & Sons, ltd.; New York, E.P. Dutton & Co. [1927-1928]",312 M29E,4,,  -  -    ,,"An essay on population, by the Rev. T.R. Malthus ...",,,
i10137014,"New York, London, D. Appleton and Company, 1928.",331 A131,1,,  -  -    ,,"Women in industry; a study in American economic history, by Edith Abbott; with an introductory note by Sophonisba P. Breckinridge.",,,
i1013704x,"London, T.F. Unwin ltd.; [etc., etc.] 1925.",334 P755,0,,  -  -    ,,"The co-operative republic, by Ernest Poisson, translated from the French by W.P. Watkins, B.A., with a preface by Henry J. May ...",,,
i10137051,"New York, The Macmillan Company, 1926.",353.5 B368,1,,  -  -    ,,"The Supreme Court and the Constitution, by Charles Austin Beard.",,,
i1013721x,"New York : McGraw-Hill, c1984.",651.84 G796,14,,  -  -    ,70243182,"Automating your office--how to do it, how to justify it / James H. Green.",X,,
i10137324,"San Francisco : Harper & Row, c1984.",291.21 P559,14,1,  -  -    ,60665521,"Eve, the history of an idea / John A. Phillips.",,,
i10137336,"Westport, Conn. : Greenwood Press, c1984.",016.7 B554,3,,  -  -    ,0313238812 (lib. bdg.),"From museums, galleries, and studios : a guide to artists on film and tape / compiled by Susan P. Besemer and Christopher Crosman.",X,,
i10137440,"New York : Morrow, 1983.",303.483 D252,2,,  -  -    ,0688021824 $17.95.,"Macro : a clear vision of how science and technology will shape our future / Frank P. Davidson, with John Stuart Cox ; photo research by Vincent Virga.",X,,
